Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Ryan Fredericks;Bournemouth;ENG;DF;29;12;533;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.02;Premier League;0;0.00;0.00;67.7;88.5;62.5;26.7;-0.1;0.17;0.58;0.08;0.33;2.25;23.25;0.25;30.0;0.84;0.17;33.3;1.00;10.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;12.42;18.33;7.08;4.58;0.33;178.25;61.25;0.02;0.08;0.42;0.5;0.08;1.25;0.83;1.08;0.25;0.08;0.42;-10.0;-0.83;38
Hamed Junior Traorè;Bournemouth;CIV;FW,MF;22;7;427;0;0;0;0.9;1.1;0.0;0.0;0.0;0.19;0.24;Premier League;6;1.26;0.00;61.2;76.4;62.5;39.4;-1.1;1.57;1.29;0.29;2.71;0.14;35.14;2.29;64.0;4.22;0.21;60.0;1.00;9.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;15.57;25.43;7.86;5.0;1.86;264.29;110.71;0.16;2.0;1.57;1.43;0.43;3.71;1.41;4.71;0.57;0.57;0.43;-9.0;-1.22;38
Lloyd Kelly;Bournemouth;ENG;DF;23;23;2040;0;0;2;0.2;0.5;0.0;0.0;0.09;0.01;0.02;Premier League;3;0.13;0.00;80.2;91.0;90.4;45.8;1.5;0.78;1.13;1.13;2.57;4.39;60.61;0.04;14.3;0.71;0.09;64.3;1.13;36.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;40.61;50.61;15.3;20.04;4.52;764.57;311.91;0.03;0.3;3.17;0.39;0.13;2.04;1.57;5.7;0.74;0.22;1.57;-36.0;-1.56;38
Jefferson Lerma;Bournemouth;COL;MF;27;37;3252;5;5;0;2.6;2.3;0.14;0.14;0.0;0.07;0.06;Premier League;35;0.97;0.28;81.8;87.6;86.4;52.7;-2.3;0.81;0.86;1.27;2.62;2.46;52.27;0.35;56.5;1.30;0.03;60.8;1.05;60.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;2.4;35.59;43.54;18.78;13.57;2.08;552.92;195.38;0.08;0.49;3.41;0.62;0.05;3.84;1.64;7.03;1.0;0.89;1.68;-57.9;-1.5699999999999998;38
Jamal Lowe;Bournemouth;JAM;MF,FW;28;2;12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;50.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0;0.00;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;0.0;9.0;1.5;0.0;0.0;0.0;0.5;0.0;0.5;0.35;0.0;0.0;0.0;0.0;-0.7;-0.35;38
Emiliano Marcondes;Bournemouth;DEN;MF;27;1;9;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;0;0;100.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.00;0.00;0;0.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;56.0;37.0;0.0;0.0;1.0;0.0;0.0;1.0;0.3;1.0;0.0;1.0;0.0;-0.3;-0.3;38
Chris Mepham;Bournemouth;WAL;DF;24;26;2199;0;0;0;0.7;0.2;0.0;0.0;0.0;0.03;0.01;Premier League;8;0.33;0.16;83.6;89.3;91.0;52.8;-0.2;0.85;1.54;1.15;2.88;5.85;51.38;0.12;42.9;0.33;0.00;63.1;1.00;41.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;33.46;40.04;11.88;18.38;2.88;625.88;219.0;0.02;0.15;1.62;0.08;0.0;1.62;1.6;3.27;0.62;0.27;2.04;-40.8;-1.57;38
Kieffer Moore;Bournemouth;WAL;FW;29;27;1279;4;4;0;4.4;0.3;0.28;0.28;0.0;0.31;0.02;Premier League;23;1.62;0.56;58.9;61.7;65.3;55.0;-0.3;0.41;0.44;0.04;0.56;0.96;19.33;0.07;15.4;1.26;0.14;53.1;0.85;25.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;-0.40000000000000036;7.85;13.33;4.41;2.3;0.41;109.04;18.33;0.02;0.19;0.59;0.22;0.0;0.85;0.95;0.96;0.96;1.11;2.52;-21.200000000000003;-0.6399999999999999;38
Neto;Bournemouth;BRA;GK;33;27;2385;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;62.5;98.2;96.5;41.1;0.0;0.04;0.0;0.0;0.11;0.37;33.15;0.04;100.0;0.08;0.04;57.1;1.22;44.0;1;39.7;0.26;+1.7;39;1.47;74.6;22.2;5.11;3.54;0.0;0.0;19.3;30.85;4.04;7.19;7.81;588.63;466.37;0.0;0.0;0.52;0.07;0.0;0.0;1.63;0.78;0.0;0.15;0.15;-44.0;-1.63;38
Dango Ouattara;Bournemouth;BFA;MF,FW;20;19;1241;1;1;3;3.6;2.5;0.07;0.07;0.22;0.26;0.18;Premier League;26;1.89;0.36;62.9;75.2;64.8;43.2;0.5;0.79;1.05;0.68;2.16;1.53;29.79;1.63;41.9;3.19;0.36;44.8;1.21;25.5;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-2.6;11.05;17.58;6.21;3.58;0.84;173.53;56.26;0.08;0.95;1.05;0.89;0.42;1.21;1.34;3.37;0.32;0.79;1.58;-21.9;-1.08;38
Ben Pearson;Bournemouth;ENG;MF;27;7;286;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;Premier League;2;0.63;0.31;80.6;86.2;81.8;53.3;0.0;0.43;0.57;0.29;1.29;0.86;23.14;0.0;0.0;0.63;0.00;40.0;1.00;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;15.43;19.14;7.14;6.43;1.14;259.14;71.57;0.0;0.0;1.14;0.0;0.0;0.71;0.83;2.71;1.29;0.29;0.29;-5.8;-0.82;38
Joe Rothwell;Bournemouth;ENG;MF;27;20;1016;0;0;1;0.2;1.0;0.0;0.0;0.09;0.01;0.09;Premier League;3;0.27;0.18;84.2;91.3;93.3;52.9;0.0;0.65;0.7;0.45;1.45;0.35;26.9;0.8;69.6;2.12;0.18;25.0;1.10;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;19.25;22.85;8.95;7.7;1.8;326.2;83.1;0.07;0.4;1.7;0.55;0.05;1.65;0.86;2.8;0.85;0.15;0.05;-17.0;-0.85;38
Antoine Semenyo;Bournemouth;GHA;FW,MF;22;11;258;1;1;0;0.3;0.1;0.35;0.35;0.0;0.09;0.03;Premier League;3;1.05;0.35;66.7;72.7;84.6;50.0;-0.1;0.0;0.91;0.18;0.27;0.36;9.27;0.27;50.0;2.44;0.00;50.0;1.45;6.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.7;3.45;5.18;2.18;1.0;0.18;49.36;13.91;0.0;0.18;0.45;0.0;0.0;0.45;0.62;1.18;0.55;0.45;0.82;-6.5;-0.53;38
Marcos Senesi;Bournemouth;ARG;DF;25;31;2491;2;2;0;1.6;0.5;0.07;0.07;0.0;0.06;0.02;Premier League;8;0.29;0.07;80.5;90.2;88.2;55.9;-0.5;1.13;1.23;1.39;3.0;4.71;53.13;0.26;61.5;0.58;0.11;54.2;0.90;46.9;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.3999999999999999;34.32;42.65;11.61;17.77;4.42;689.68;301.87;0.01;0.16;2.77;0.13;0.03;2.13;1.51;5.42;0.94;0.42;0.84;-45.3;-1.45;38
Adam Smith;Bournemouth;ENG;DF;31;37;2943;0;0;1;0.5;1.3;0.0;0.0;0.03;0.02;0.04;Premier League;5;0.15;0.03;75.4;87.7;79.4;45.4;-0.3;0.78;0.81;0.68;2.0;2.19;41.27;0.16;20.0;0.89;0.06;43.3;1.05;53.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;25.76;34.16;12.16;10.76;2.38;438.73;186.43;0.04;0.43;1.89;0.76;0.51;2.24;1.44;3.46;0.78;0.73;0.78;-52.7;-1.42;38
Dominic Solanke;Bournemouth;ENG;FW,MF;24;33;2860;6;6;7;9.1;3.9;0.19;0.19;0.22;0.29;0.12;Premier League;76;2.39;0.88;68.1;76.5;74.8;58.3;3.1;0.27;0.79;0.18;0.64;1.39;30.67;1.36;40.9;1.92;0.41;34.7;1.15;51.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.67;-3.0999999999999996;11.0;16.15;6.82;3.06;0.42;141.61;33.52;0.07;0.64;0.67;0.52;0.03;1.42;1.56;2.64;1.21;1.61;1.58;-42.3;-1.27;38
Jack Stacey;Bournemouth;ENG;DF;26;10;299;0;0;0;0.1;0.0;0.0;0.0;0.0;0.03;0.0;Premier League;1;0.30;0.00;56.9;79.2;54.0;25.0;0.0;0.4;0.3;0.5;1.0;1.5;17.4;0.3;37.5;0.30;0.00;62.5;1.10;6.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;7.4;13.0;4.2;2.7;0.3;108.8;39.2;0.0;0.0;0.6;0.1;0.1;0.2;0.61;1.5;0.4;0.0;0.5;-6.0;-0.58;38
Junior Stanislas;Bournemouth;ENG;MF;32;4;61;0;0;0;0.0;0.1;0.0;0.0;0.0;0.05;0.19;Premier League;1;1.48;0.00;78.6;85.7;81.8;0.0;-0.1;0.0;0.5;0.0;0.0;0.0;8.5;0.0;0;5.90;0.00;0.0;0.75;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;5.5;7.0;3.0;2.25;0.0;82.25;17.75;0.05;0.5;0.75;0.0;0.0;1.0;0.17;0.25;0.0;0.0;0.0;-0.7;-0.12000000000000001;38
Jack Stephens;Bournemouth;ENG;DF;28;15;1173;0;0;0;0.4;0.2;0.0;0.0;0.0;0.03;0.02;Premier League;2;0.15;0.08;82.1;90.2;88.6;56.4;-0.2;0.73;1.53;1.07;2.07;3.53;44.33;0.2;100.0;0.77;0.08;45.7;1.40;24.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;29.73;36.2;10.4;15.53;3.53;580.87;208.87;0.01;0.2;2.47;0.2;0.13;2.27;1.61;4.4;0.53;0.13;1.07;-23.700000000000003;-1.58;38
Marcus Tavernier;Bournemouth;ENG;MF,FW;23;23;1743;5;5;4;3.1;2.9;0.26;0.26;0.21;0.16;0.15;Premier League;37;1.91;0.72;70.4;84.1;73.3;40.0;1.1;0.96;1.09;0.39;1.83;1.0;43.83;1.96;46.9;2.48;0.41;34.7;1.39;31.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.8;1.9;22.17;31.48;12.39;7.17;1.74;349.91;105.7;0.06;0.83;1.48;0.7;0.22;2.43;1.38;5.39;0.91;1.22;0.74;-28.7;-1.22;38
Mark Travers;Bournemouth;IRL;GK;23;12;1035;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;76.4;100.0;99.0;48.8;0.0;0.0;0.08;0.0;0.0;0.5;33.5;0.0;0;0.00;0.00;100.0;0.50;19.8;2;24.0;0.34;-6.0;32;2.78;54.5;18.2;5.5;2.06;0.0;0.0;23.42;30.67;8.08;8.42;6.83;663.58;471.25;0.0;0.0;0.42;0.0;0.0;0.0;1.65;0.5;0.0;0.0;0.33;-19.8;-1.65;38
Matías Viña;Bournemouth;URU;DF;24;12;458;2;2;0;0.9;0.2;0.39;0.39;0.0;0.17;0.03;Premier League;9;1.77;1.18;75.7;90.3;77.8;35.7;-0.2;0.92;1.08;0.33;1.92;1.83;24.08;0.83;41.7;1.57;0.39;36.4;1.25;7.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.1;11.67;15.42;7.0;4.08;0.42;175.25;72.5;0.01;0.17;0.83;0.33;0.0;1.42;0.64;2.33;0.58;0.92;0.33;-6.8;-0.47;38
Illia Zabarnyi;Bournemouth;UKR;DF;19;5;299;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;92.0;94.8;95.0;70.0;0.0;0.4;1.4;0.6;1.4;2.8;46.8;0.2;50.0;0.30;0.00;25.0;0.60;5.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;36.8;40.0;11.0;23.0;2.8;704.6;216.6;0.0;0.0;2.6;0.0;0.0;2.2;1.0;3.6;0.2;0.4;0.2;-5.0;-1.0;38
Jordan Zemura;Bournemouth;ZIM;DF;22;19;1454;0;0;1;0.4;1.9;0.0;0.0;0.06;0.02;0.11;Premier League;4;0.25;0.00;71.2;85.2;71.1;41.8;-0.9;1.26;1.63;0.84;2.89;1.68;42.53;0.95;45.0;2.17;0.12;38.9;0.95;26.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;22.26;31.26;12.74;7.0;1.21;321.95;170.89;0.11;0.95;1.68;0.63;0.26;2.37;1.42;4.11;0.89;0.74;0.37;-26.5;-1.4;38
Antony;Manchester Utd;BRA;FW;22;25;1802;4;4;2;6.6;2.9;0.2;0.2;0.1;0.33;0.14;Premier League;72;3.60;1.20;79.5;88.7;74.1;60.8;-0.9;0.36;0.72;0.44;1.32;0.24;42.64;1.2;39.0;3.69;0.35;20.8;1.88;25.2;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-2.5999999999999996;26.04;32.76;17.56;5.84;1.24;339.88;76.6;0.1;1.12;1.16;1.32;0.08;2.96;1.01;3.96;0.6;1.0;0.2;-18.6;-0.6799999999999999;38
Donny van de Beek;Manchester Utd;NED;MF;25;7;167;0;0;0;0.1;0.1;0.0;0.0;0.0;0.05;0.06;Premier League;2;1.08;0.00;75.4;91.2;100.0;50.0;-0.1;0.0;0.29;0.14;0.14;0.14;10.29;0.29;66.7;3.23;0.00;50.0;1.71;1.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;6.57;8.71;4.43;1.14;0.14;71.71;16.43;0.01;0.43;0.0;0.57;0.0;0.86;0.21;0.43;0.57;0.29;0.43;-1.4;-0.15999999999999998;38
Casemiro;Manchester Utd;BRA;MF;30;28;2124;4;4;3;3.4;3.1;0.17;0.17;0.13;0.14;0.13;Premier League;34;1.44;0.47;77.4;83.9;81.8;61.8;-0.1;1.64;1.75;1.21;4.39;2.29;62.79;0.32;45.0;2.88;0.34;65.1;2.11;26.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.75;0.6000000000000001;39.79;51.39;18.39;15.93;4.5;707.18;262.54;0.14;1.0;4.86;0.82;0.14;5.43;0.93;7.32;1.71;0.86;2.0;-22.6;-0.79;38
Diogo Dalot;Manchester Utd;POR;DF;23;26;2154;1;1;2;2.5;1.9;0.04;0.04;0.08;0.1;0.08;Premier League;22;0.92;0.29;79.2;88.8;85.0;55.1;0.1;1.58;0.96;1.42;3.5;2.12;64.35;0.81;60.0;2.17;0.08;68.4;1.77;34.6;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-1.5;43.88;55.42;18.0;20.88;4.35;800.62;244.19;0.06;1.12;3.15;1.08;0.5;3.54;1.33;5.85;0.81;0.12;1.5;-32.1;-1.23;38
Anthony Elanga;Manchester Utd;SWE;FW;20;16;426;0;0;1;0.7;0.9;0.0;0.0;0.21;0.15;0.19;Premier League;10;2.11;0.85;73.1;75.6;71.9;100.0;0.1;0.0;0.25;0.12;0.31;0.25;12.31;0.31;33.3;3.59;0.21;42.1;2.13;4.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;5.94;8.12;4.06;1.44;0.19;75.06;18.62;0.06;0.38;0.19;0.19;0.0;0.5;0.29;1.06;0.19;0.44;0.5;-4.0;-0.13999999999999999;38
Christian Eriksen;Manchester Utd;DEN;MF;30;28;2048;1;1;8;5.0;4.2;0.04;0.04;0.35;0.22;0.19;Premier League;39;1.71;0.48;81.0;89.9;85.5;53.0;3.8;0.64;0.82;0.39;1.18;0.71;58.71;0.29;47.1;3.12;0.40;40.9;2.14;26.0;0;0;0;0;0;0;0.0;0;0.0;0.0;11.0;-4.0;42.96;53.04;22.46;15.32;3.75;702.89;221.18;0.12;1.29;5.32;0.96;0.18;5.86;0.93;5.39;0.46;0.36;0.32;-21.0;-0.7100000000000001;38
Bruno Fernandes;Manchester Utd;POR;MF,FW;27;37;3316;8;6;8;9.3;16.7;0.22;0.16;0.22;0.25;0.45;Premier League;90;2.44;0.87;73.8;85.5;78.2;54.8;-8.7;1.14;1.0;0.68;2.51;1.08;65.05;0.86;48.5;5.94;0.49;29.5;2.03;49.2;0;0;0;0;0;0;0.0;0;0.0;0.0;5.33;-1.3000000000000007;40.49;54.84;20.73;13.38;4.89;687.16;241.43;0.29;3.22;4.0;2.41;0.27;7.11;1.33;6.0;1.14;1.05;0.49;-39.900000000000006;-1.08;38
Fred;Manchester Utd;BRA;MF;29;35;1249;2;2;2;2.0;2.9;0.14;0.14;0.14;0.14;0.21;Premier League;26;1.87;0.36;79.1;86.4;84.2;62.3;-0.9;0.86;1.09;0.54;1.89;0.54;28.54;0.34;37.5;4.25;0.29;50.0;1.97;22.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.0;17.66;22.31;9.83;5.63;1.37;268.34;79.06;0.05;0.86;1.86;0.31;0.06;2.17;0.63;3.63;0.94;0.63;0.31;-20.2;-0.49;38
Alejandro Garnacho;Manchester Utd;ESP;FW,MF;18;19;569;3;3;2;3.0;1.0;0.47;0.47;0.32;0.48;0.16;Premier League;24;3.80;1.42;80.2;86.3;90.0;80.0;1.0;0.11;0.26;0.26;0.53;0.16;16.05;0.63;27.3;3.48;0.95;23.1;2.05;8.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.0;7.89;9.84;5.95;1.42;0.21;94.84;12.26;0.05;0.16;0.11;0.11;0.0;0.63;0.43;1.47;0.42;0.42;0.16;-5.199999999999999;0.04999999999999999;38
David de Gea;Manchester Utd;ESP;GK;31;38;3420;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;71.1;100.0;98.0;43.6;-0.1;0.0;0.0;0.03;0.03;0.39;34.26;0.0;0;0.13;0.00;83.3;1.97;50.4;1;41.3;0.27;-0.7;43;1.13;71.1;44.7;3.74;3.3;0.0;0.0;22.79;32.05;5.24;10.58;6.84;594.34;424.58;0.01;0.03;0.18;0.03;0.0;0.0;1.33;0.66;0.0;0.13;0.13;-50.4;-1.33;38
Victor Lindelöf;Manchester Utd;SWE;DF;28;20;1365;0;0;0;0.3;0.1;0.0;0.0;0.0;0.02;0.01;Premier League;3;0.20;0.00;93.1;94.6;96.8;71.1;-0.1;0.85;0.9;1.05;2.15;3.15;53.7;0.1;66.7;0.40;0.00;62.3;1.95;20.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;43.3;46.5;15.9;23.95;2.7;765.65;231.1;0.02;0.15;1.75;0.1;0.0;1.8;1.02;4.2;0.5;0.2;1.65;-20.099999999999998;-1.0;38
Harry Maguire;Manchester Utd;ENG;DF;29;16;767;0;0;0;0.3;0.0;0.0;0.0;0.0;0.04;0.0;Premier League;3;0.35;0.00;85.1;89.1;90.8;62.4;0.0;0.38;1.12;0.81;1.31;2.56;42.0;0.12;66.7;0.59;0.12;53.2;2.50;10.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;30.69;36.06;9.19;17.25;3.62;618.25;191.0;0.01;0.06;1.94;0.0;0.0;1.62;0.68;3.44;0.5;0.25;1.56;-10.5;-0.64;38
Kobbie Mainoo;Manchester Utd;ENG;MF;17;1;11;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;87.5;83.3;100.0;0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;16.36;0.00;0;3.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.0;8.0;5.0;2.0;0.0;83.0;31.0;0.1;0.0;1.0;1.0;0.0;1.0;0.3;0.0;0.0;0.0;0.0;-0.3;-0.3;38
Tyrell Malacia;Manchester Utd;NED;DF;22;22;1396;0;0;0;0.2;0.7;0.0;0.0;0.0;0.02;0.04;Premier League;5;0.32;0.13;86.5;92.7;88.4;58.3;-0.7;1.5;0.59;1.14;3.23;2.23;44.95;0.27;31.6;1.22;0.00;66.7;2.00;19.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;31.55;36.45;19.5;9.32;1.59;461.64;135.5;0.03;0.41;1.64;0.36;0.0;2.0;0.87;4.09;1.77;0.59;0.36;-19.0;-0.85;38
Anthony Martial;Manchester Utd;FRA;FW;26;21;978;6;5;2;6.2;1.4;0.55;0.46;0.18;0.58;0.13;Premier League;26;2.39;1.10;80.2;87.4;83.6;64.3;0.6;0.14;0.52;0.05;0.29;0.19;21.1;0.67;53.8;2.58;0.46;37.0;2.19;13.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.4;-0.20000000000000018;12.52;15.62;8.24;2.9;0.43;155.19;43.33;0.07;0.57;0.67;0.62;0.0;1.67;0.65;0.95;0.38;0.67;0.48;-7.499999999999999;-0.07000000000000006;38
Lisandro Martínez;Manchester Utd;ARG;DF;24;27;2114;1;1;0;0.5;0.3;0.04;0.04;0.0;0.02;0.01;Premier League;10;0.43;0.04;87.0;93.7;93.8;49.7;-0.3;1.04;1.89;1.22;3.22;3.81;67.0;0.52;87.5;0.77;0.04;50.8;1.85;32.3;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.5;49.26;56.59;19.7;25.3;3.56;885.0;303.26;0.04;0.22;3.41;0.19;0.0;3.07;1.2;6.07;0.78;0.37;1.19;-31.799999999999997;-1.18;38
Scott McTominay;Manchester Utd;SCO;MF;25;24;1160;1;1;0;1.9;0.6;0.08;0.08;0.0;0.15;0.04;Premier League;13;1.01;0.47;82.2;86.6;86.5;69.4;-0.6;0.79;0.62;0.58;1.92;1.88;25.75;0.54;50.0;1.78;0.00;59.6;2.00;22.5;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.8999999999999999;14.79;18.0;8.08;5.08;1.04;226.38;64.54;0.04;0.33;1.33;0.21;0.04;1.38;0.94;3.25;1.17;0.67;1.42;-20.6;-0.7899999999999999;38
Facundo Pellistri;Manchester Utd;URU;FW,MF;20;4;64;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;93.8;88.9;100.0;0;0.0;0.25;0.0;0.0;0.25;0.75;6.0;0.5;66.7;1.41;1.41;0;1.25;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.75;4.0;2.0;1.25;0.0;45.0;4.25;0.0;0.0;0.25;0.0;0.0;0.25;0.25;0.25;0.25;0.5;0.0;-1.0;-0.25;38
Marcus Rashford;Manchester Utd;ENG;FW;24;35;2879;17;17;5;15.4;3.4;0.53;0.53;0.16;0.48;0.11;Premier League;108;3.38;1.53;76.7;85.2;78.1;64.1;1.6;0.29;0.89;0.2;0.77;0.4;34.63;1.54;39.1;3.06;0.44;33.3;1.89;43.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.88;1.5999999999999996;17.91;23.34;11.69;4.17;1.17;253.89;62.29;0.08;0.86;1.09;1.51;0.06;2.51;1.25;2.86;0.43;0.66;0.57;-28.4;-0.77;38
Cristiano Ronaldo;Manchester Utd;POR;FW;37;10;525;1;1;0;1.9;0.4;0.17;0.17;0.0;0.32;0.07;Premier League;25;4.29;1.03;74.7;87.6;69.2;20.0;-0.4;0.2;0.0;0.1;0.3;0.9;22.0;0.4;44.4;1.71;0.00;65.2;1.90;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.8999999999999999;12.1;16.2;8.5;2.7;0.1;141.2;25.8;0.02;0.6;0.7;0.1;0.0;1.2;0.58;1.2;0.7;0.5;1.5;-3.9;-0.25999999999999995;38
Marcel Sabitzer;Manchester Utd;AUT;MF;28;11;627;0;0;1;0.7;0.9;0.0;0.0;0.14;0.11;0.13;Premier League;11;1.58;0.43;77.2;82.2;82.5;68.2;0.1;0.73;0.55;0.73;1.82;1.0;34.27;0.09;33.3;2.87;0.43;54.2;1.73;11.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;21.55;27.91;11.73;7.27;1.36;325.18;102.09;0.12;0.91;2.73;0.64;0.09;3.45;1.04;4.73;0.73;0.91;1.18;-10.700000000000001;-0.93;38
Jadon Sancho;Manchester Utd;ENG;FW,MF;22;26;1686;6;6;3;4.2;5.0;0.32;0.32;0.16;0.22;0.27;Premier League;21;1.12;0.48;83.4;89.3;85.4;57.7;-2.0;0.38;0.96;0.27;0.88;0.23;37.58;1.27;42.3;4.64;0.48;14.3;1.92;24.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;1.7999999999999998;24.88;29.85;17.31;5.38;0.58;303.46;69.0;0.16;1.65;0.88;1.54;0.04;2.92;0.95;4.19;0.35;0.38;0.08;-20.6;-0.73;38
Luke Shaw;Manchester Utd;ENG;DF;27;31;2552;1;1;2;1.1;3.6;0.04;0.04;0.07;0.04;0.13;Premier League;14;0.49;0.14;83.7;91.9;87.6;54.6;-1.6;1.16;1.65;1.16;2.94;1.77;77.03;0.45;35.9;2.36;0.25;61.3;1.74;38.0;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.10000000000000009;56.68;67.68;31.03;20.68;3.61;891.87;340.9;0.09;1.1;5.45;0.9;0.45;4.52;1.23;6.1;1.48;0.87;1.48;-36.9;-1.19;38
Raphaël Varane;Manchester Utd;FRA;DF;29;24;1911;0;0;0;0.7;0.2;0.0;0.0;0.0;0.03;0.01;Premier League;8;0.38;0.19;86.3;89.9;92.3;56.3;-0.2;0.38;1.0;0.46;1.46;3.79;53.88;0.25;60.0;0.80;0.00;72.4;1.96;26.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;39.75;46.08;13.29;22.96;3.0;749.5;238.0;0.02;0.17;3.42;0.12;0.0;2.62;1.12;4.17;0.5;0.12;1.75;-26.1;-1.09;38
Aaron Wan-Bissaka;Manchester Utd;ENG;DF;24;19;1435;0;0;0;1.2;1.0;0.0;0.0;0.0;0.07;0.06;Premier League;10;0.63;0.13;84.0;92.8;80.8;63.6;-1.0;1.32;1.26;1.16;3.26;2.16;54.0;0.89;48.6;1.88;0.06;43.3;2.21;19.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.2;37.16;44.21;23.58;10.21;1.47;502.0;173.26;0.05;0.79;2.53;0.53;0.11;2.89;1.02;3.84;0.58;0.11;0.68;-18.1;-0.95;38
